ticker,instrument_key
784HP37.NS,NSE_EQ|IN1720220137
784MP47.NS,NSE_EQ|IN2120250393
784RJ32.NS,NSE_EQ|IN2920220190
784RJ41.NS,NSE_EQ|IN2920220356
784TN52.NS,NSE_EQ|IN3120220048
784TS34.NS,NSE_EQ|IN4520220190
784TS36.NS,NSE_EQ|IN4520220109
784TS39.NS,NSE_EQ|IN4520220232
784TS40.NS,NSE_EQ|IN4520220240
784TS47.NS,NSE_EQ|IN4520250700
784WB47.NS,NSE_EQ|IN3420250364
78537ABH30.NS,NSE_EQ|INE831R07532
785ABHFL28.NS,NSE_EQ|INE831R07516
785AP37.NS,NSE_EQ|IN1020220225
785AP40.NS,NSE_EQ|IN1020220555
785AS32.NS,NSE_EQ|IN1220220033
785AS32A.NS,NSE_EQ|IN1220220116
785BR32.NS,NSE_EQ|IN1320220081
785BR32A.NS,NSE_EQ|IN1320220107
785HP36.NS,NSE_EQ|IN1720220129
785IIFL27.NS,NSE_EQ|INE413U07343
785KL34.NS,NSE_EQ|IN2020220017
785KL35.NS,NSE_EQ|IN2020220025
785MFL29.NS,NSE_EQ|INE414G07JU8
785MP32.NS,NSE_EQ|IN2120220016
785MZ42.NS,NSE_EQ|IN2520250092
785PN32.NS,NSE_EQ|IN2820220050
785PN42.NS,NSE_EQ|IN2820220118
785RJ37.NS,NSE_EQ|IN2920220059
785RJ39.NS,NSE_EQ|IN2920220067
785SK32.NS,NSE_EQ|IN3020220031
785TPL28.NS,NSE_EQ|INE725H08261
785TRPEL34.NS,NSE_EQ|INE607M08105
785UK30.NS,NSE_EQ|IN3620200011
785UK32.NS,NSE_EQ|IN3620220019
785WB42.NS,NSE_EQ|IN3420220318
78618ABH28.NS,NSE_EQ|INE831R07573
7865LICH26.NS,NSE_EQ|INE115A07QT1
786ABHFL28.NS,NSE_EQ|INE831R07540
786AP33.NS,NSE_EQ|IN1020220571
786AS32.NS,NSE_EQ|IN1220220017
786BR39.NS,NSE_EQ|IN1320250278
786HR32.NS,NSE_EQ|IN1620220112
786JH34.NS,NSE_EQ|IN3720220018
786MH30.NS,NSE_EQ|IN2220220080
786MZ32.NS,NSE_EQ|IN2520220020
786TCHFL29.NS,NSE_EQ|INE033L07IJ1
7875NIIF30.NS,NSE_EQ|INE246R07756
787AS46.NS,NSE_EQ|IN1220250196
787HP34.NS,NSE_EQ|IN1720220103
787HP35.NS,NSE_EQ|IN1720220111
787LDL29.NS,NSE_EQ|INE670K07315
787LIC29.NS,NSE_EQ|INE115A07QQ7
787MZ36.NS,NSE_EQ|IN2520220079
787RJ40.NS,NSE_EQ|IN2920220208
787SDIL30.NS,NSE_EQ|INE507T07146
787TN33.NS,NSE_EQ|IN3120220071
788GA30.NS,NSE_EQ|IN1420200017
788GS2030.NS,NSE_EQ|IN0020150028
788MFL28.NS,NSE_EQ|INE414G07JS2
788MP33.NS,NSE_EQ|IN2120220032
788NL32.NS,NSE_EQ|IN2620220011
788RJ32.NS,NSE_EQ|IN2920190484
789GIL30.NS,NSE_EQ|INE233A08188
789GIL31.NS,NSE_EQ|INE233A08196
789HP37.NS,NSE_EQ|IN1720220053
789MH32.NS,NSE_EQ|IN2220220098
789SDIL29.NS,NSE_EQ|INE507T07138
789TS34.NS,NSE_EQ|IN4520220083
789TS36.NS,NSE_EQ|IN4520220224
789WB37.NS,NSE_EQ|IN3420220094
789WB40.NS,NSE_EQ|IN3420220300
78ABCL33.NS,NSE_EQ|INE860H07IP2
78AP31.NS,NSE_EQ|IN1020220142
78AP31A.NS,NSE_EQ|IN1020220217
78GJ32.NS,NSE_EQ|IN1520220022
78GJ32A.NS,NSE_EQ|IN1520220055
78JK35.NS,NSE_EQ|IN4920220139
78KL45.NS,NSE_EQ|IN2020220090
78ML31.NS,NSE_EQ|IN2420220013
78NABARD27.NS,NSE_EQ|INE261F08EF5
78TN32.NS,NSE_EQ|IN3120220014
78TN32A.NS,NSE_EQ|IN3120220097
78TN42.NS,NSE_EQ|IN3120220204
790ABHFL27.NS,NSE_EQ|INE831R07557
790ABHFL28.NS,NSE_EQ|INE831R07565
790CANF30.NS,NSE_EQ|INE477A07407
790IHFL27.NS,NSE_EQ|INE477L07BL1
790LTFL34.NS,NSE_EQ|INE498L07095
790RJ26.NS,NSE_EQ|IN2920200028
790TIL28.NS,NSE_EQ|INE939L08013
790TPL29.NS,NSE_EQ|INE725H08279
79123SHF26.NS,NSE_EQ|INE667F07IU5
791ABCL34.NS,NSE_EQ|INE860H07JB0
791KL30.NS,NSE_EQ|IN2020200019
791TS43.NS,NSE_EQ|IN4520220059
791UP37.NS,NSE_EQ|IN3320220053
792AP41.NS,NSE_EQ|IN1020220324
792AP42.NS,NSE_EQ|IN1020220282
792AP42A.NS,NSE_EQ|IN1020220308
792LIC27.NS,NSE_EQ|INE115A07QS3
792TCHF34.NS,NSE_EQ|INE033L07II3
792TCHFL34.NS,NSE_EQ|INE033L07IG7
792TS45.NS,NSE_EQ|IN4520220075
793AP33.NS,NSE_EQ|IN1020220233
793KA31.NS,NSE_EQ|IN1920200020
793NIIF30.NS,NSE_EQ|INE246R07764
793NIIF32.NS,NSE_EQ|INE246R07780
793RJ45.NS,NSE_EQ|IN2920220158
793THDC34.NS,NSE_EQ|INE812V08037
793TN42.NS,NSE_EQ|IN3120220121
793TPRE29.NS,NSE_EQ|INE607M08097
793TPRE34.NS,NSE_EQ|INE607M08089
793TS34.NS,NSE_EQ|IN4520220026
793TS35.NS,NSE_EQ|IN4520220034
793UP30.NS,NSE_EQ|IN3320190272
793WB37.NS,NSE_EQ|IN3420220151
79413ABC28.NS,NSE_EQ|INE860H07JC8
794AP34.NS,NSE_EQ|IN1020220241
794HR34.NS,NSE_EQ|IN1620220120
794PN42.NS,NSE_EQ|IN2820220043
794TN32.NS,NSE_EQ|IN3120220030
794TS36.NS,NSE_EQ|IN4520220042
795AMLIL35.NS,NSE_EQ|INE511N08032
795AP38.NS,NSE_EQ|IN1020220258
795AP39.NS,NSE_EQ|IN1020220266
795AP40.NS,NSE_EQ|IN1020220274
795AP40A.NS,NSE_EQ|IN1020220290
795GS2032.NS,NSE_EQ|IN0020020106
795HR32.NS,NSE_EQ|IN1620220104
795HR37.NS,NSE_EQ|IN1620220187
795IGT31.NS,NSE_EQ|INE219X07256
795JK30.NS,NSE_EQ|IN1820190172
795NIIF36.NS,NSE_EQ|INE246R07723
795SHFL34.NS,NSE_EQ|INE667F07IR1
795TS35.NS,NSE_EQ|IN4520220091
795TS37.NS,NSE_EQ|IN4520220117
795WB39.NS,NSE_EQ|IN3420220169
796AP40.NS,NSE_EQ|IN1020220415
796TIL29.NS,NSE_EQ|INE939L08021
796WB37.NS,NSE_EQ|IN3420220037
79742SIC30.NS,NSE_EQ|INE535H07CO6
797ABCL28.NS,NSE_EQ|INE860H07IO5
797AP36.NS,NSE_EQ|IN1020220407
797AP39.NS,NSE_EQ|IN1020220316
797HR42.NS,NSE_EQ|IN1620220161
797IGT31.NS,NSE_EQ|INE219X07280
797PN38.NS,NSE_EQ|IN2820220233
797RJ42.NS,NSE_EQ|IN2920220117
797SFL30.NS,NSE_EQ|INE660A07RR8
797WB42.NS,NSE_EQ|IN3420220086
798AP31.NS,NSE_EQ|IN1020200011
798RJ42.NS,NSE_EQ|IN2920220083
798SHFL26.NS,NSE_EQ|INE667F07IT7
799GSGL28.NS,NSE_EQ|INE316Z08055
799GSGL29.NS,NSE_EQ|INE316Z08063
799HFL27.NS,NSE_EQ|INE957N07849
799LTFH27.NS,NSE_EQ|INE498L07053
799NIIF29.NS,NSE_EQ|INE246R07749
799NIIF37.NS,NSE_EQ|INE246R07772
799RCFL27.NS,NSE_EQ|INE027A08028
799TCL29.NS,NSE_EQ|INE976I07CS1
799TCL34.NS,NSE_EQ|INE306N07NN9
799TFSIL27.NS,NSE_EQ|INE692Q07530
799TN42.NS,NSE_EQ|IN3120220022
799TS30.NS,NSE_EQ|IN4520190179
799TS35.NS,NSE_EQ|IN4520190187
799WB35.NS,NSE_EQ|IN3420190248
79ABCL28.NS,NSE_EQ|INE860H07IM9
79AP33.NS,NSE_EQ|IN1020220159
79AP34.NS,NSE_EQ|IN1020220167
79HR34.NS,NSE_EQ|IN1620220146
79IGT28.NS,NSE_EQ|INE219X07223
79NHIT35.NS,NSE_EQ|INE0H7R07017
79NHIT40.NS,NSE_EQ|INE0H7R07025
79NHIT47.NS,NSE_EQ|INE0H7R07033
79RJ42.NS,NSE_EQ|IN2920220034
79SHFL27.NS,NSE_EQ|INE667F07IV3
79TS44.NS,NSE_EQ|IN4520220067
7EHLS346.NS,NSE_EQ|INE0TV208079
7EHPP46.NS,NSE_EQ|INE29PK08010
7EHS246.NS,NSE_EQ|INE0TO808083
7IREDAL30.NS,NSE_EQ|INE202E08300
7PFCL31.NS,NSE_EQ|INE134E07DP0
7PFCL36.NS,NSE_EQ|INE134E07DM7
8016ABCL29.NS,NSE_EQ|INE860H07JE4
801ABCL28.NS,NSE_EQ|INE860H07IK3
801TCH28.NS,NSE_EQ|INE033L07GR8
801TCL34.NS,NSE_EQ|INE976I07CX1
801WB41.NS,NSE_EQ|IN3420220060
80208ABC30.NS,NSE_EQ|INE860H07JD6
802ABHF28.NS,NSE_EQ|INE831R07367
802AP38.NS,NSE_EQ|IN1020220340
802MZ36.NS,NSE_EQ|IN2520220038
802TS35.NS,NSE_EQ|IN4520220018
802WB37.NS,NSE_EQ|IN3420220052
8034ABCL34.NS,NSE_EQ|INE860H07IZ1
803ABCL33.NS,NSE_EQ|INE860H08EI4
803ABCL35.NS,NSE_EQ|INE674K08018
803ABHF27.NS,NSE_EQ|INE831R07391
803ABHFL29.NS,NSE_EQ|INE831R07490
803ABHFL35.NS,NSE_EQ|INE831R08100
803AP35.NS,NSE_EQ|IN1020220175
803AP36.NS,NSE_EQ|IN1020220332
803ICPR34.NS,NSE_EQ|INE726G08022
803MFL31.NS,NSE_EQ|INE414G07JT0
803TIL30.NS,NSE_EQ|INE939L08039
80409TCH27.NS,NSE_EQ|INE033L07ID4
8049ABHF27.NS,NSE_EQ|INE831R07482
804AP37.NS,NSE_EQ|IN1020220365
804AP41.NS,NSE_EQ|IN1020220191
804AP42.NS,NSE_EQ|IN1020220209
804PN42.NS,NSE_EQ|IN2820220035
805ABCL28.NS,NSE_EQ|INE860H07IT4
805AIFL32.NS,NSE_EQ|INE0AD508026
805HLICL34.NS,NSE_EQ|INE795G08035
805MFL27.NS,NSE_EQ|INE414G07JQ6
805MFL30.NS,NSE_EQ|INE414G07JR4
805NIT32.NS,NSE_EQ|INE0Q7Q07026
805NMC29.NS,NSE_EQ|INE579F24099
805NMC30.NS,NSE_EQ|INE579F24065
805NMC31.NS,NSE_EQ|INE579F24032
805NMC32.NS,NSE_EQ|INE579F24057
805NMC33.NS,NSE_EQ|INE579F24040
805NMC34.NS,NSE_EQ|INE579F24081
805NMC35.NS,NSE_EQ|INE579F24073
805NMC36.NS,NSE_EQ|INE579F24107
805PHFL30.NS,NSE_EQ|INE572E07217
805RJ37.NS,NSE_EQ|IN2920220109
805SHFL29.NS,NSE_EQ|INE667F07IS9
805SICCL35.NS,NSE_EQ|INE535H08819
805TCHFL29.NS,NSE_EQ|INE033L07IH5
805TFSIL28.NS,NSE_EQ|INE692Q07555
80650SFL26.NS,NSE_EQ|INE660A07RS6
806JK37.NS,NSE_EQ|IN4920220030
806SDIL29.NS,NSE_EQ|INE507T07120
806TFSIL28.NS,NSE_EQ|INE692Q07548
807AP36.NS,NSE_EQ|IN1020220183
807NIIF29.NS,NSE_EQ|INE246R07731
807NIIF39.NS,NSE_EQ|INE246R07715
807SMFG27.NS,NSE_EQ|INE213W07293
807WB38.NS,NSE_EQ|IN3420220078
80956ABH26.NS,NSE_EQ|INE831R07474
80980TCL27.NS,NSE_EQ|INE976I07CY9
809CANF27.NS,NSE_EQ|INE477A07415
80NL30.NS,NSE_EQ|IN2620200013
8104PHFL28.NS,NSE_EQ|INE572E07209
810ABHF28.NS,NSE_EQ|INE831R07359
810GIL28.NS,NSE_EQ|INE233A08154
810HLICL35.NS,NSE_EQ|INE795G08043
810IRFC27.NS,NSE_EQ|INE053F07538
810JH32.NS,NSE_EQ|IN3720190062
810KL32.NS,NSE_EQ|IN2020200027
810NIIF34.NS,NSE_EQ|INE246R07707
810NIT40.NS,NSE_EQ|INE0Q7Q07018
810SIHF35.NS,NSE_EQ|INE213W08069
810TCHFL27.NS,NSE_EQ|INE033L07IE2
812ABCL28.NS,NSE_EQ|INE860H07II7
812ABHF29.NS,NSE_EQ|INE831R07458
812REC27.NS,NSE_EQ|INE020B07GH7
812SFL27.NS,NSE_EQ|INE660A07RT4
8137TCL24.NS,NSE_EQ|INE976I07CV5
813ABHF28.NS,NSE_EQ|INE831R07409
813AIFL32.NS,NSE_EQ|INE0AD508018
813GS2045.NS,NSE_EQ|IN0020150044
813LTF29.NS,NSE_EQ|INE498L07020
813PNBH33.NS,NSE_EQ|INE572E07142
814KSFP36.NS,NSE_EQ|INE0DZE08034
814TPL27.NS,NSE_EQ|INE725H08212
815ANN29.NS,NSE_EQ|INE1N2P24034
815ANN30.NS,NSE_EQ|INE1N2P24042
815ANN31.NS,NSE_EQ|INE1N2P24018
815ANN32.NS,NSE_EQ|INE1N2P24026
815GHFL35.NS,NSE_EQ|INE02JD08015
815GIL29.NS,NSE_EQ|INE233A08147
815GS2026.NS,NSE_EQ|IN0020140060
815JK30.NS,NSE_EQ|IN4920200024
815LTF27.NS,NSE_EQ|INE498L07012
815MOFS28.NS,NSE_EQ|INE338I07198
815PHFL27.NS,NSE_EQ|INE572E07183
815PNB27.NS,NSE_EQ|INE572E07191
815SICC26.NS,NSE_EQ|INE535H07CM0
815SICC27.NS,NSE_EQ|INE535H07CL2
816ABCL29.NS,NSE_EQ|INE860H07IW8
816KSFP29.NS,NSE_EQ|INE0DZE07044
816LTFH27.NS,NSE_EQ|INE498L07046
817ABHF27.NS,NSE_EQ|INE831R07466
817GHFL30.NS,NSE_EQ|INE02JD07066
817GS2044.NS,NSE_EQ|IN0020140078
817TFSIL27.NS,NSE_EQ|INE692Q07506
818CANF29.NS,NSE_EQ|INE477A07399
818GFL26.NS,NSE_EQ|INE02KN07063
818TFSIL27.NS,NSE_EQ|INE692Q07522
818TPL27.NS,NSE_EQ|INE725H08220
819CIFL26.NS,NSE_EQ|INE121A07SK4
819CIFL27.NS,NSE_EQ|INE121A07SM0
81ABCL29.NS,NSE_EQ|INE860H07JA2
81ABCL33.NS,NSE_EQ|INE860H07IS6
81TCHF28.NS,NSE_EQ|INE033L07GS6
820ABHF27.NS,NSE_EQ|INE831R07425
820ABHFL27.NS,NSE_EQ|INE831R07441
820ABSLI34.NS,NSE_EQ|INE951F08051
820CANF27.NS,NSE_EQ|INE477A07423
820CIFL28.NS,NSE_EQ|INE121A07SL2
820IIFL27.NS,NSE_EQ|INE477L07AN9
820KSFP36.NS,NSE_EQ|INE0DZE08026
820MFL30.NS,NSE_EQ|INE414G07JP8
820TFSIL29.NS,NSE_EQ|INE692Q07514
820TPL26.NS,NSE_EQ|INE725H08121
823SFL34.NS,NSE_EQ|INE660A08CI7
824GS2027.NS,NSE_EQ|IN0020060078
824GS2033.NS,NSE_EQ|IN0020140052
824LTF27.NS,NSE_EQ|INE498L07038
824PHFL28.NS,NSE_EQ|INE572E07175
8254KSFP29.NS,NSE_EQ|INE0DZE07028
8258TCL27.NS,NSE_EQ|INE976I07CT9
825BTL27.NS,NSE_EQ|INE403D08223
825CFHL27.NS,NSE_EQ|INE477A07381
825NOM27.NS,NSE_EQ|INE127K08017
825SMFG27.NS,NSE_EQ|INE213W07285
825TCSL27.NS,NSE_EQ|INE729N07073
825TCSL28.NS,NSE_EQ|INE729N07081
825TPL27.NS,NSE_EQ|INE725H08196
826GS2027.NS,NSE_EQ|IN0020070036
8277SMF27.NS,NSE_EQ|INE535H07CH0
828GS2027.NS,NSE_EQ|IN0020070069
828GS2032.NS,NSE_EQ|IN0020060086
828PHFL26.NS,NSE_EQ|INE572E07167
828SICC26.NS,NSE_EQ|INE535H07CK4
829PFL29.NS,NSE_EQ|INE511C07706
82HUDCO27.NS,NSE_EQ|INE031A07840
82IGT31.NS,NSE_EQ|INE219X07264
83044SMF29.NS,NSE_EQ|INE535H07CF4
830ABCL26.NS,NSE_EQ|INE860H07IJ5
830ABHFL34.NS,NSE_EQ|INE831R08092
830CIFC26.NS,NSE_EQ|INE121A07QW3
830NHAI27.NS,NSE_EQ|INE906B07CB9
830PFCL27.NS,NSE_EQ|INE134E07208
830SICC27.NS,NSE_EQ|INE535H07CJ6
830SMF29.NS,NSE_EQ|INE535H07CI8
830TFSIL27.NS,NSE_EQ|INE692Q07498
830TPL28.NS,NSE_EQ|INE725H08238
831ABCL34.NS,NSE_EQ|INE860H08EL8
831RJ27.NS,NSE_EQ|IN2920200036
832GS2032.NS,NSE_EQ|IN0020070044
832HHFL27.NS,NSE_EQ|INE800X07105
832HHFL27A.NS,NSE_EQ|INE800X07097
832TFSIL29.NS,NSE_EQ|INE692Q07472
832TPL27.NS,NSE_EQ|INE813H07382
832TPL28.NS,NSE_EQ|INE813H07374
832TPL29.NS,NSE_EQ|INE813H07366
833ABCL27.NS,NSE_EQ|INE860H07IY4
833GS2026.NS,NSE_EQ|IN0020120039
833GS2032.NS,NSE_EQ|IN0020070077
833GS2036.NS,NSE_EQ|IN0020060045
833PHFL29.NS,NSE_EQ|INE572E07159
833TPL27.NS,NSE_EQ|INE725H08188
834MLICL35.NS,NSE_EQ|INE511N08024
835GFL28.NS,NSE_EQ|INE02KN07071
835KSFL27.NS,NSE_EQ|INE0DZE07036
835SCL23A.NS,NSE_EQ|INE148I07RR7
835SCL23B.NS,NSE_EQ|INE148I07RZ0
835SMFG27.NS,NSE_EQ|INE213W07277
835TCSL27.NS,NSE_EQ|INE729N07065
835TPL27.NS,NSE_EQ|INE725H08204
83645TFS27.NS,NSE_EQ|INE692Q07480
836GIL26.NS,NSE_EQ|INE233A08121
837IIFL28.NS,NSE_EQ|INE530B07658
837REC33.NS,NSE_EQ|INE020B07HQ6
837SMFG29.NS,NSE_EQ|INE535H07CE7
83GS2040.NS,NSE_EQ|IN0020100031
83GS2042.NS,NSE_EQ|IN0020120062
83TCHF28.NS,NSE_EQ|INE033L07GT4
840CIFCL27.NS,NSE_EQ|INE121A07RP5
840CIFCL28.NS,NSE_EQ|INE121A07QY9
840CIFL27.NS,NSE_EQ|INE121A07SH0
840CIFL32.NS,NSE_EQ|INE121A08PX1
840GHFL28.NS,NSE_EQ|INE02JD07041
840GIL27.NS,NSE_EQ|INE233A08113
840IRFC29.NS,NSE_EQ|INE053F07660
840MCSL31.NS,NSE_EQ|INE296G07317
840NIRMA26.NS,NSE_EQ|INE091A07216
840TPL27.NS,NSE_EQ|INE813H07341
840TPL28.NS,NSE_EQ|INE813H07333
840TPL29.NS,NSE_EQ|INE813H07325
842GIL27.NS,NSE_EQ|INE233A08139
842HFL27.NS,NSE_EQ|INE957N07823
842IIFL26.NS,NSE_EQ|INE530B07161
842SCL27.NS,NSE_EQ|INE148I07XR5
843IHFL29.NS,NSE_EQ|INE477L07AQ2
843SCFL27.NS,NSE_EQ|INE148I07LD0
843SCL27.NS,NSE_EQ|INE148I07LU4
845GHFL29.NS,NSE_EQ|INE02JD07058
845NOM27.NS,NSE_EQ|INE357L07507
845NOM27A.NS,NSE_EQ|INE357L07499
846REC28.NS,NSE_EQ|INE020B07HP8
847TPL26.NS,NSE_EQ|INE725H08162
848AEL29.NS,NSE_EQ|INE423A07492
848NTPC28.NS,NSE_EQ|INE733E07JF7
849ABSLI34.NS,NSE_EQ|INE951F08069
84AIL28.NS,NSE_EQ|INE101I08081
84CIFCL28.NS,NSE_EQ|INE121A07RE9
84TCHF28.NS,NSE_EQ|INE033L07GU2
850CIFCL26.NS,NSE_EQ|INE121A07RO8
850CIFL27.NS,NSE_EQ|INE121A07SG2
850CIFL34.NS,NSE_EQ|INE121A07SJ6
850HHFL27.NS,NSE_EQ|INE800X07071
850IIFL27.NS,NSE_EQ|INE477L07AO7
850IIFL28.NS,NSE_EQ|INE530B08219
850KGEL30.NS,NSE_EQ|INE542W07014
850NHAI29.NS,NSE_EQ|INE906B07DE1
850NIRMA27.NS,NSE_EQ|INE091A07208
850SCL25A.NS,NSE_EQ|INE148I08348
850TIAP28A.NS,NSE_EQ|INE723X07240
850TIAP28B.NS,NSE_EQ|INE723X07257
850TIAPL28.NS,NSE_EQ|INE723X07232
850TPL26.NS,NSE_EQ|INE725H08170
851HUDCO28.NS,NSE_EQ|INE031A07915
852IIFL29.NS,NSE_EQ|INE530B07591
852LTF27.NS,NSE_EQ|INE027E07AM9
852MFL28.NS,NSE_EQ|INE414G07JN3
852MFL28A.NS,NSE_EQ|INE414G07JO1
854NHPC28.NS,NSE_EQ|INE848E07526
855IREDA29.NS,NSE_EQ|INE202E07120
855IREDA34.NS,NSE_EQ|INE202E07146
855NCPL26.NS,NSE_EQ|INE357L07465
855TCAPS27.NS,NSE_EQ|INE306N07LL7
857CIFL32.NS,NSE_EQ|INE121A08PV5
857IHFL26.NS,NSE_EQ|INE477L07BI7
858CIF27.NS,NSE_EQ|INE121A07SB3
858HUDCO29.NS,NSE_EQ|INE031A07972
859CIFCL29.NS,NSE_EQ|INE121A07SA5
85CIFC27.NS,NSE_EQ|INE121A07RT7
85GHFL27.NS,NSE_EQ|INE02JD07033
85IFL26.NS,NSE_EQ|INE530B07344
85LTF26.NS,NSE_EQ|INE027E07BB0
85PCHFL26.NS,NSE_EQ|INE516Y07360
85PFL26A.NS,NSE_EQ|INE511C07714
860AEL28.NS,NSE_EQ|INE423A07484
860CIFC29.NS,NSE_EQ|INE121A07RX9
860CIFCL28.NS,NSE_EQ|INE121A07RM2
860CIFCL29.NS,NSE_EQ|INE121A07RY7
860GFL27.NS,NSE_EQ|INE02KN07048
860HFL29.NS,NSE_EQ|INE957N07773
860MFL28.NS,NSE_EQ|INE414G07JM5
860TPL31.NS,NSE_EQ|INE725H08246
861REC34.NS,NSE_EQ|INE020B07IE0
862AEL31.NS,NSE_EQ|INE423A07518
862HHFL29.NS,NSE_EQ|INE800X07063
862REC33.NS,NSE_EQ|INE020B07HT0
863IRFC29.NS,NSE_EQ|INE053F07728
863NHB29.NS,NSE_EQ|INE557F07090
863NHB34.NS,NSE_EQ|INE557F07108
863REC29.NS,NSE_EQ|INE020B07ID2
864CIFL29.NS,NSE_EQ|INE121A07SE7
864CIFL29A.NS,NSE_EQ|INE121A07SF4
865BTL27.NS,NSE_EQ|INE403D08231
865CIF29.NS,NSE_EQ|INE121A07SC1
865CIFC865.NS,NSE_EQ|INE121A07RW1
865CIFL29.NS,NSE_EQ|INE121A07SD9
865HHFL30.NS,NSE_EQ|INE800X07089
865IFL28.NS,NSE_EQ|INE530B07385
865IHFL27.NS,NSE_EQ|INE477L07BB2
865IIFL28.NS,NSE_EQ|INE530B07310
865IIFL31.NS,NSE_EQ|INE530B07633
865IRFC29.NS,NSE_EQ|INE053F07686
865LTF26.NS,NSE_EQ|INE027E07BC8
865MFL28.NS,NSE_EQ|INE414G07JL7
865NHB34.NS,NSE_EQ|INE557F07165
865SCL24B.NS,NSE_EQ|INE148I07MK3
865SCL26.NS,NSE_EQ|INE148I07GJ7
865SCL27.NS,NSE_EQ|INE148I07XG8
865SCL28.NS,NSE_EQ|INE148I07XH6
865TCAPS27.NS,NSE_EQ|INE306N07LM5
865TVSH29.NS,NSE_EQ|INE105A08022
866CIFCL33.NS,NSE_EQ|INE121A08PY9
866IIFC34B.NS,NSE_EQ|INE787H07347
866NTPC33.NS,NSE_EQ|INE733E07JG5
866SFIL23A.NS,NSE_EQ|INE244L07564
867MUTF30.NS,NSE_EQ|INE414G07JK9
867NHPC33.NS,NSE_EQ|INE848E07534
867PFCL33.NS,NSE_EQ|INE134E07455
868NHB29.NS,NSE_EQ|INE557F07157
86CIFC29.NS,NSE_EQ|INE121A07RV3
86GS2028.NS,NSE_EQ|IN0020140011
870IIFL28.NS,NSE_EQ|INE530B07617
871REC28.NS,NSE_EQ|INE020B07HS2
872MMFSL26.NS,NSE_EQ|INE774D08LU6
873NTPC28.NS,NSE_EQ|INE733E07JI1
875AEL29.NS,NSE_EQ|INE423A07534
875AOL27.NS,NSE_EQ|INE732I07010
875BTL28.NS,NSE_EQ|INE403D08256
875BTL29.NS,NSE_EQ|INE403D08264
875CIFL32.NS,NSE_EQ|INE121A08PU7
875GFL27.NS,NSE_EQ|INE02KN07022
875IHFL29.NS,NSE_EQ|INE477L07AR0
875IIFL26.NS,NSE_EQ|INE530B07179
875MOF27.NS,NSE_EQ|INE01WN07136
875NHAI29.NS,NSE_EQ|INE906B07DF8
875PCHFL26.NS,NSE_EQ|INE516Y07410
875PCHFL31.NS,NSE_EQ|INE516Y07378
875PFL27.NS,NSE_EQ|INE202B07JW4
875SCFL27.NS,NSE_EQ|INE148I07LB4
875SCL23A.NS,NSE_EQ|INE148I07RU1
875SCL27.NS,NSE_EQ|INE148I07LS8
875SCL27A.NS,NSE_EQ|INE148I07XC7
875SFL27.NS,NSE_EQ|INE721A07PK7
875TCAPS29.NS,NSE_EQ|INE306N08334
875TVSH30.NS,NSE_EQ|INE105A08030
876HUDCO28.NS,NSE_EQ|INE031A07949
878MFL27.NS,NSE_EQ|INE414G07IR6
878MUTF29.NS,NSE_EQ|INE414G07JJ1
879NHPC28.NS,NSE_EQ|INE848E07559
879SCL26.NS,NSE_EQ|INE148I08231
879SCL30.NS,NSE_EQ|INE148I07YI2
87HFL26.NS,NSE_EQ|INE957N07807
87HFL27.NS,NSE_EQ|INE957N07815
87LTF27.NS,NSE_EQ|INE027E07AN7
87MFL36.NS,NSE_EQ|INE414G08355
87SCL27.NS,NSE_EQ|INE148I07MD8
880IIFL26.NS,NSE_EQ|INE530B07567
880IREDA29.NS,NSE_EQ|INE202E07138
880IREDA34.NS,NSE_EQ|INE202E07153
880MOF27.NS,NSE_EQ|INE01WN07128
880PFL28.NS,NSE_EQ|INE202B07JV6
883GS2041.NS,NSE_EQ|IN0020110063
884LTF29.NS,NSE_EQ|INE027E07980
885AEL28.NS,NSE_EQ|INE423A07427
885CIFCL34.NS,NSE_EQ|INE121A08PM4
885ICFL28.NS,NSE_EQ|INE896L07AN0
885IHL26.NS,NSE_EQ|INE477L07AZ3
885IIFL29.NS,NSE_EQ|INE530B07575
885LTF27.NS,NSE_EQ|INE027E07AK3
885MFL28.NS,NSE_EQ|INE414G07IS4
885MFL29.NS,NSE_EQ|INE414G07JA0
885MOFSL26.NS,NSE_EQ|INE338I07131
885NACL28.NS,NSE_EQ|INE850M07509
885NOM28.NS,NSE_EQ|INE357L07481
885SCL26.NS,NSE_EQ|INE148I07GK5
885TCAPS29.NS,NSE_EQ|INE306N08342
885TIAPL29.NS,NSE_EQ|INE723X07265
886REC34.NS,NSE_EQ|INE020B07IH3
886SCL30.NS,NSE_EQ|INE148I07YH4
8887HFL26.NS,NSE_EQ|INE957N07799
888ECL28.NS,NSE_EQ|INE528S07110
888IRFC29.NS,NSE_EQ|INE053F07744
888NHB29.NS,NSE_EQ|INE557F07124
888REC29.NS,NSE_EQ|INE020B07IG5
888SCL25D.NS,NSE_EQ|INE148I07QC1
888SCL25E.NS,NSE_EQ|INE148I07PV3
888SCL26.NS,NSE_EQ|INE148I07SB9
888SCL26A.NS,NSE_EQ|INE148I07TD3
888SCL26X.NS,NSE_EQ|INE148I07VQ1
888SCL28.NS,NSE_EQ|INE148I07XK0
889SCFL27.NS,NSE_EQ|INE148I07LE8
889SCL26.NS,NSE_EQ|INE148I07KN1
889SCL27.NS,NSE_EQ|INE148I07LV2
889SCL28.NS,NSE_EQ|INE148I08322
